	HypoPrepubertalDHT2	HypoPrepubertalDHT3	HypoPrepubertalDHT4	HypoPrepubertalCNT1	HypoPrepubertalCNT2	HypoPrepubertalCNT3	HypoPrepubertalCNT4
Cacnb3	1	5	2	2	2	0	0
Ddx23	0	0	1	0	0	0	0
Rnd1	0	1	1	1	0	0	0
Fkbp11	0	0	0	0	0	0	0
Arf3	2	0	1	1	3	7	1
Wnt10b	0	0	0	0	1	0	0
Prkag1	2	0	2	1	4	1	1
Kmt2d	1	0	0	1	1	0	0
Rhebl1	0	1	0	0	0	0	0
Lmbr1l	0	0	0	0	1	1	0
Tuba1b	13	12	13	16	18	10	6
Tuba1a	7	12	14	13	17	15	6
4930578M01Rik	1	0	0	1	0	0	0
Tuba1c	2	4	2	1	2	3	2
Prph	0	0	1	2	3	0	0
Spats2	0	1	0	0	0	1	0
Mcrs1	1	1	1	0	1	1	0
Prpf40b	1	1	1	1	1	0	1
Fmnl3	0	0	0	0	0	1	1
Tmbim6	7	9	9	6	9	12	3
Nckap5l	0	0	0	0	0	0	0
Bcdin3d	0	0	0	1	0	0	0
Faim2	15	13	5	3	12	11	1
Aqp5	0	0	0	1	0	0	0
Racgap1	0	0	0	0	0	0	0
Asic1	1	1	1	0	0	1	0
Smarcd1	0	0	1	3	0	0	0
Gm17349	0	0	0	0	0	0	0
AC134548.1	0	1	0	0	1	0	0
Gpd1	0	0	1	3	1	0	0
Cox14	4	8	7	3	7	6	1
Cers5	0	1	0	1	2	1	0
Lima1	0	1	0	0	1	1	0
Larp4	0	0	0	1	2	2	0
Dip2b	1	0	1	0	0	2	2
Atf1	0	0	0	0	0	0	0
Mettl7a1	1	1	1	1	3	3	0
Slc11a2	0	1	0	1	1	1	1
Letmd1	1	0	0	0	1	0	0
Tfcp2	0	0	0	0	0	0	0
Pou6f1	0	0	1	1	1	0	0
Dazap2	4	2	7	5	2	2	1
Bin2	0	0	0	0	0	0	0
Cela1	0	0	0	0	0	0	0
Galnt6	0	0	0	0	0	0	0
Slc4a8	2	7	1	1	2	3	0
Scn8a	0	0	0	0	1	0	0
Fignl2	0	1	0	0	1	1	0
Acvrl1	0	2	0	0	0	0	0
Acvr1b	1	0	0	0	2	0	0
Grasp	0	0	0	0	0	0	0
Nr4a1	1	0	0	0	0	0	0
Atg101	1	2	1	1	1	2	0
Krt7	0	0	0	0	0	0	0
Krt5	0	1	1	0	0	0	0
Krt1	0	0	0	0	0	0	1
Krt8	1	0	1	0	1	0	0
Krt18	0	1	0	1	1	0	1
Eif4b	2	0	2	1	0	1	0
Tns2	0	0	0	0	0	1	0
Spryd3	2	3	4	2	1	1	0
Igfbp6	1	0	0	2	1	0	2
Csad	0	2	0	2	0	0	0
Zfp740	0	1	0	2	1	2	0
Rarg	1	0	0	0	0	0	0
Mfsd5	1	0	0	0	0	0	0
Pfdn5	11	16	17	8	24	13	7
Myg1	1	3	2	0	1	1	0
Aaas	0	0	0	0	1	1	0
Sp1	0	1	1	1	0	1	0
Amhr2	0	1	0	1	0	0	0
Gm26518	0	4	0	0	0	0	0
Prr13	2	1	7	2	1	2	0
Pcbp2	2	2	2	2	1	2	0
Map3k12	2	1	4	0	0	1	0
Tarbp2	0	0	0	0	1	0	0
Npff	0	2	0	0	0	0	0
Atf7	0	0	0	1	0	0	0
Rpl39-ps	0	0	0	1	1	0	0
Atp5g2	3	5	0	2	6	1	1
Calcoco1	1	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0	0
Cbx5	2	1	2	0	0	1	0
Hnrnpa1	3	6	0	2	6	3	0
Copz1	1	4	1	2	6	0	0
Itga5	0	0	0	0	0	0	0
Nckap1l	0	0	0	1	0	0	0
Pde1b	7	4	2	8	4	4	1
Ppp1r1a	1	1	0	0	1	0	0
Glycam1	0	3	1	3	3	0	0
Zfp263	0	0	0	0	0	0	0
Zfp597	1	0	0	0	0	0	0
0a60	0	2	0	0	0	0	0
1700037C18Rik	0	1	1	0	0	0	0
Cluap1	1	0	0	0	1	0	0
Gm15538	0	0	0	0	0	0	0
Slx4	0	0	0	0	0	0	2
Trap1	2	2	2	0	0	2	0
Crebbp	0	1	3	0	3	2	0
Adcy9	0	0	0	0	0	0	0
Srl	0	0	1	0	0	0	0
Glis2	0	0	0	1	0	0	0
Pam16	6	5	6	2	5	6	0
Coro7	1	0	0	0	1	0	0
Vasn	0	1	0	0	0	1	0
D0ja3	0	1	1	1	1	0	0
Nmral1	1	0	0	0	0	2	0
Hmox2	1	3	1	2	1	2	2
Cdip1	4	6	4	4	2	1	1
Ubald1	1	3	1	0	1	1	0
Mgrn1	0	3	2	0	2	2	1
Nudt16l1	1	0	1	1	1	0	1
Anks3	1	2	1	2	1	0	0
Smim22	0	0	0	1	0	0	1
Rogdi	2	3	0	3	12	2	2
Glyr1	2	4	2	4	7	4	0
Ubn1	0	2	0	0	0	1	0
AU021092	0	3	0	0	0	1	0
Alg1	1	2	1	0	0	0	0
Eef2kmt	0	1	1	1	0	0	0
Rbfox1	2	0	2	4	2	2	0
Mettl22	0	0	0	1	0	0	0
Abat	3	9	1	5	3	1	0
Tmem186	0	1	0	0	2	0	0
Pmm2	0	1	1	0	0	1	0
Carhsp1	0	3	0	0	2	2	0
Usp7	0	0	1	2	1	0	1
1810013L24Rik	0	0	0	0	0	0	0
Emp2	0	0	1	0	0	0	1
Tekt5	1	1	0	0	1	0	0
Nubp1	0	1	0	0	0	1	0
Tvp23a	0	0	1	1	1	0	0
Dexi	2	0	1	1	1	0	1
Clec16a	0	0	0	0	1	0	0
Litaf	0	0	2	2	0	0	0
Snn	0	2	1	0	1	0	0
Txndc11	0	0	0	0	1	0	0
Zc3h7a	0	0	0	0	0	0	1
Gm23935	1	1	0	0	0	1	1
Rsl1d1	0	1	0	0	1	0	0
Gspt1	0	0	1	1	0	0	0
Snx29	0	0	0	0	0	0	0
Cpped1	0	0	0	0	0	0	0
Shisa9	0	0	0	0	1	0	0
Ercc4	0	0	0	0	1	0	0
Mkl2	1	3	2	1	2	4	0
Parn	0	0	1	0	0	0	0
Bfar	0	1	0	0	1	2	0
Rrn3	1	1	0	2	1	2	0
Ntan1	2	3	1	1	4	3	0
Pdxdc1	1	3	2	0	3	2	1
Mpv17l	0	0	0	0	0	1	0
2900011O08Rik	1	4	6	1	6	3	2
Marf1	2	0	1	1	1	1	1
Nde1	0	1	1	0	0	0	0
Myh11	0	2	0	1	0	0	0
Fopnl	0	3	2	2	2	1	0
Abcc1	0	1	0	1	0	1	0
S0i2	0	1	0	0	0	0	0
Efcab1	0	0	1	0	0	1	0
Ube2v2	0	2	0	0	0	1	0
CT010522.2	0	0	1	1	0	1	0
Mcm4	1	0	0	1	0	0	0
Prkdc	0	0	0	0	0	0	0
Mzt2	3	2	0	2	0	2	0
Cebpd	0	0	0	0	0	0	0
Spidr	0	1	0	1	1	0	1
Pkp2	1	0	0	0	1	0	0
Yars2	0	0	0	0	0	0	0
Dnm1l	1	0	0	3	3	1	0
Fgd4	0	0	1	0	1	0	0
Rpl31-ps12	0	0	0	0	0	0	0
Top3b	0	1	0	0	0	0	0
Ppm1f	0	0	0	0	0	0	0
Mapk1	1	1	1	0	2	3	1
Ypel1	1	0	0	0	0	0	0
Ppil2	0	0	1	0	0	1	0
Sdf2l1	0	0	0	0	0	0	0
Ube2l3	3	4	1	1	3	2	0
Tmem191c	0	1	0	1	1	4	3
Pi4ka	2	0	1	1	1	2	1
S0p29	0	0	0	0	1	0	0
Crkl	0	0	0	0	2	2	0
Aifm3	0	1	0	2	1	0	2
Lztr1	2	1	0	1	0	0	0
Thap7	1	0	1	0	1	0	1
P2rx6	0	0	1	0	0	1	0
Slc7a4	2	2	1	1	1	0	0
Smpd4	0	3	0	0	0	1	0
Med15	1	0	1	1	0	1	1
Klhl22	1	2	1	3	1	1	0
Dgcr2	0	1	0	0	0	0	0
Dgcr14	1	0	1	2	0	1	0
Slc25a1	3	3	0	1	2	4	0
Dgcr6	0	2	2	3	2	3	2
Prodh	0	0	0	0	0	1	0
Zdhhc8	0	0	0	0	0	0	0
Ranbp1	1	0	1	1	0	1	0
Trmt2a	0	1	1	1	0	0	0
Dgcr8	0	0	0	0	0	0	0
Tango2	2	4	3	3	4	3	0
Arvcf	0	0	0	1	0	1	0
Comt	1	3	3	4	2	1	0
Txnrd2	0	0	0	0	0	1	0
05-Sep	0	0	0	0	0	0	0
Cldn5	0	3	2	1	0	1	1
Ufd1	1	1	0	0	1	1	0
2510002D24Rik	0	0	0	0	0	0	1
Mrpl40	1	0	3	0	0	1	1
Hira	0	0	1	1	0	1	0
Klhl24	1	0	0	1	0	0	1
Yeats2	0	0	1	0	0	1	0
Parl	2	2	1	1	1	1	0
Abcc5	0	0	1	1	3	1	1
Eif2b5	0	0	1	0	0	0	2
Dvl3	0	0	0	0	0	1	0
Ap2m1	10	13	7	7	8	3	5
Abcf3	3	2	3	1	0	0	0
Vwa5b2	1	1	0	1	3	0	0
Alg3	1	0	0	0	1	0	0
Camk2n2	2	1	1	2	1	1	0
Ece2	0	0	0	0	1	0	0
Psmd2	4	3	0	5	5	2	1
Eif4g1	4	7	5	3	6	2	2
Fam131a	1	0	0	0	2	3	1
Clcn2	0	0	0	0	0	0	0
Polr2h	2	0	1	1	2	0	0
Chrd	0	0	0	0	0	0	0
Rps10-ps2	0	0	1	0	1	0	0
Ephb3	0	0	0	0	0	0	0
Magef1	0	0	0	1	1	1	0
Vps8	0	0	1	0	1	1	0
2510009E07Rik	1	0	0	0	0	1	0
Ehhadh	0	0	0	0	0	0	0
1300002E11Rik	0	0	0	1	0	0	0
Map3k13	0	0	0	1	0	0	0
Senp2	0	0	1	0	0	0	0
Tra2b	1	2	1	2	2	3	0
Gng5-ps	0	0	0	0	0	0	0
Etv5	0	0	1	0	0	1	0
Dgkg	0	0	0	0	0	0	0
Tbccd1	0	0	1	0	0	0	0
D0jb11	0	0	0	1	0	0	0
AC154540.2	1	2	0	1	0	2	4
Eif4a2	4	6	2	5	11	4	3
Adipoq	3	4	2	0	2	3	1
St6gal1	1	0	2	0	1	0	0
Masp1	0	0	0	0	0	0	0
Rtp4	1	1	0	0	0	0	0
Sst	2	7	1	0	9	8	5
Bcl6	0	2	0	0	0	0	0
Lpp	0	0	0	0	3	0	0
AC115954.1	0	0	1	1	0	0	0
P3h2	1	0	0	0	0	0	0
Cldn1	0	0	0	1	0	0	0
Il1rap	0	1	0	0	0	0	0
Ccdc50	2	1	1	3	0	2	1
Fgf12	0	0	0	0	1	0	1
Mb21d2	0	0	1	0	1	0	0
AC154807.1	0	0	0	0	0	0	0
Opa1	1	0	0	1	1	0	0
Hes1	0	0	0	0	0	0	0
Atp13a3	2	1	0	0	0	0	0
Tmem44	0	1	1	0	0	0	0
Lsg1	0	0	0	0	1	0	0
Fam43a	1	1	0	0	1	0	0
Xxylt1	1	5	8	3	1	2	1
Acap2	1	1	0	0	2	0	0
Ppp1r2	0	3	0	1	1	1	0
Apod	4	1	3	1	0	1	0
Bdh1	1	0	1	1	1	0	0
Dlg1	0	0	1	0	1	0	0
Pigz	0	0	0	0	0	0	0
0610012G03Rik	2	0	0	1	0	0	0
Ncbp2	1	0	1	2	5	3	0
Senp5	0	1	0	1	1	1	0
Pak2	1	1	0	1	0	0	0
Pigx	1	1	0	0	0	0	0
Cep19	0	1	2	1	0	0	0
Nrros	0	2	0	2	0	1	0
Fbxo45	0	0	0	0	0	0	0
Wdr53	1	1	0	0	0	0	0
Rnf168	0	0	0	0	0	0	0
Ubxn7	2	0	0	1	1	1	0
Tctex1d2	2	1	0	0	2	1	0
Pcyt1a	1	2	0	0	0	1	0
Tfrc	0	1	0	0	0	0	0
Tnk2	1	1	2	0	1	1	0
Rubcn	1	2	1	3	0	1	1
Fyttd1	0	0	0	2	0	0	0
Lrch3	0	1	0	0	1	2	0
Iqcg	0	0	0	0	0	0	0
Rpl35a	6	17	7	7	12	7	5
Lmln	0	0	0	0	0	0	0
Osbpl11	0	0	0	0	0	0	0
Snx4	0	0	0	0	1	0	0
Zfp148	1	0	0	0	0	1	0
Slc12a8	0	0	0	0	0	1	0
Heg1	0	1	1	0	1	0	1
Itgb5	0	1	0	0	0	1	0
Umps	1	0	0	0	1	0	1
Kalrn	0	1	0	0	0	2	1
AC165079.1	0	0	0	0	0	0	1
Mylk	1	2	0	1	0	2	1
Hacd2	0	1	3	2	0	1	1
Adcy5	1	0	0	1	1	1	0
Gm25179	0	0	0	0	0	0	0
Sec22a	0	0	0	1	0	0	0
Pdia5	0	0	0	0	0	0	0
Gm5963	0	0	0	0	0	1	0
Dirc2	0	1	0	0	0	1	0
Hspbap1	1	0	0	0	0	0	0
Parp14	0	1	0	0	0	0	0
Gm10237	0	0	0	0	0	0	0
Dtx3l	0	0	0	0	1	0	0
Gm15564	10	28	16	24	20	49	37
Kp01	2	0	0	1	1	0	0
Fam162a	4	5	1	2	0	1	1
Ccdc58	0	0	0	0	0	1	0
Iqcb1	0	1	0	0	3	1	0
Golgb1	0	3	3	3	1	4	0
Hcls1	1	0	0	0	0	0	0
Gtf2e1	0	0	0	0	0	1	1
Rabl3	0	0	0	0	0	0	0
Ndufb4	5	1	3	1	4	3	0
AC129539.1	1	2	0	2	3	1	2
Fstl1	1	2	1	0	0	0	0
Lrrc58	0	0	0	1	0	1	0
Gsk3b	0	3	1	0	1	0	1
Cox17	1	1	0	0	0	1	0
Pla1a	0	2	0	1	0	0	0
Adprh	3	1	3	0	1	0	1
Timmdc1	0	0	0	0	1	0	0
Poglut1	0	1	2	0	0	3	0
Tmem39a	0	0	0	0	0	0	0
Arhgap31	0	0	0	0	0	0	0
B4galt4	0	2	0	0	0	1	0
Igsf11	0	0	0	0	0	1	0
Lsamp	4	1	0	2	5	3	1
Gap43	6	19	16	19	22	27	9
Zbtb20	0	5	1	4	4	8	1
BC002163	2	1	1	0	0	1	2
Ccdc191	0	1	0	0	0	0	1
Zdhhc23	0	0	0	0	0	0	0
Atp6v1a	11	2	7	4	11	9	0
0a50	0	0	0	0	1	1	0
Usf3	0	0	0	0	0	0	0
Sidt1	0	0	0	0	0	1	1
Spice1	0	0	0	0	0	0	0
Cfap44	0	0	1	0	0	0	1
Boc	0	1	0	1	1	0	0
Nepro	0	0	0	0	0	0	0
Gtpbp8	0	0	0	0	2	1	0
Ccdc80	3	0	0	1	2	0	0
Slc35a5	1	1	0	0	0	0	0
Atg3	7	9	9	3	4	3	8
Cd200	1	3	2	3	3	2	0
Tagln3	11	10	7	15	8	5	1
Abhd10	0	0	0	0	1	1	0
Phldb2	0	0	0	1	0	0	0
Plcxd2	0	0	0	0	0	1	0
Nectin3	0	2	0	0	1	0	0
AC166114.1	0	0	0	1	0	0	0
Retnla	1	0	0	1	0	0	0
Dzip3	0	1	1	1	0	1	0
Ift57	1	1	1	1	0	1	0
Cd47	3	0	0	2	3	5	0
Bbx	0	0	0	0	1	2	0
Gm6767	0	1	0	0	0	0	0
Cblb	0	1	0	0	0	0	0
Alcam	0	0	0	0	0	0	0
Nxpe3	0	0	1	1	0	0	0
Zbtb11	0	0	0	0	0	2	0
Pcnp	1	2	0	0	1	1	0
Trmt10c	0	1	0	1	0	0	0
Senp7	0	0	0	1	1	0	0
Abi3bp	0	0	0	0	0	0	0
Tfg	0	1	0	1	0	1	0
Tmem45a	0	0	0	0	0	0	0
Tomm70a	0	1	0	0	1	1	1
Nit2	0	1	0	0	2	0	0
Tbc1d23	0	0	0	0	0	0	0
Cmss1	1	0	3	0	0	0	0
Filip1l	0	0	0	0	0	1	0
Dcbld2	0	0	0	0	0	0	0
St3gal6	1	1	0	0	0	0	0
Cpox	0	1	0	1	1	1	0
Cldnd1	0	1	1	3	2	1	0
Riox2	0	1	0	0	0	0	0
Arl6	0	0	1	1	1	0	0
Gm9816	0	0	0	0	0	0	0
Nsun3	0	0	0	0	0	0	0
Arl13b	0	0	0	0	1	0	0
Pros1	1	1	0	0	0	0	0
Epha3	0	0	0	0	0	2	0
4930453N24Rik	1	0	0	0	0	0	0
Cggbp1	0	2	0	0	0	0	0
Chmp2b	1	0	0	0	0	0	0
Vgll3	0	1	0	0	0	0	0
Cadm2	0	0	0	0	1	0	0
Gbe1	0	0	0	1	0	0	0
Robo1	1	0	0	0	0	1	0
Robo2	2	0	2	0	1	0	0
Hspa13	0	1	0	0	0	0	0
Samsn1	0	0	0	0	1	0	0
Nrip1	0	2	1	1	2	0	1
Gm9843	1	1	0	1	2	1	1
Usp25	0	0	0	1	0	0	0
Mir99ahg	0	1	0	1	0	1	0
Gm38071	0	0	0	0	0	0	0
Gm37606	0	0	0	0	0	0	0
C130023A14Rik	0	0	0	0	0	0	0
Cxadr	0	0	0	0	0	0	0
Btg3	0	0	0	0	0	0	0
D16Ertd472e	0	0	0	0	0	0	0
Ncam2	0	0	0	0	0	1	1
AC122392.1	0	2	0	0	0	1	2
Mrpl39	1	1	1	1	1	0	0
Jam2	1	1	0	0	2	0	0
Atp5j	29	30	29	16	17	14	8
Gabpa	0	0	0	0	1	0	0
App	8	9	10	7	10	11	2
Cyyr1	0	0	0	0	0	0	0
AC123956.1	1	0	0	0	0	0	0
Adamts1	0	1	1	0	0	1	0
Adamts5	0	0	0	0	0	0	0
N6amt1	1	1	2	0	0	0	0
Ltn1	0	0	1	0	0	0	0
Rwdd2b	1	1	0	0	2	0	0
Usp16	0	0	0	0	0	1	0
Cct8	1	5	5	2	5	1	2
Bach1	0	0	1	0	1	0	0
Grik1	0	0	0	0	0	0	0
AC110241.1	0	0	0	0	0	0	0
Tiam1	0	0	0	0	0	0	0
Sod1	9	18	9	10	13	24	8
Scaf4	0	1	0	0	0	1	0
AC131339.2	0	1	1	1	0	0	0
Hunk	0	0	0	0	0	0	0
Mis18a	0	0	0	0	0	0	0
Mrap	0	1	0	0	3	0	0
1110004E09Rik	1	2	1	1	1	0	1
Synj1	0	2	1	2	1	1	0
Paxbp1	0	0	0	0	0	0	0
Olig1	1	0	0	0	1	0	0
If0r2	0	3	0	1	0	0	0
Il10rb	0	0	0	0	1	1	0
If0r1	0	1	0	0	1	0	0
Ifngr2	0	1	0	0	0	0	0
Tmem50b	0	1	0	0	3	2	0
D0jc28	0	1	0	0	0	0	0
Gart	0	1	1	0	0	1	0
Son	7	7	8	5	9	9	1
Donson	0	0	0	0	0	0	0
Gm10785	0	0	0	1	0	0	0
Cryzl1	2	6	3	3	1	2	0
Itsn1	0	0	1	0	0	2	1
Mrps6	0	0	0	0	4	0	0
Slc5a3	0	0	0	0	1	1	0
Smim11	4	1	0	2	3	2	1
Rcan1	0	1	0	0	0	0	0
Clic6	0	0	0	2	0	0	1
Runx1	0	0	0	0	1	0	0
Setd4	1	0	0	3	1	0	0
Cbr1	0	3	1	0	3	1	3
Cbr3	0	0	0	0	1	0	0
Dopey2	2	0	0	0	0	0	0
2310043M15Rik	1	0	0	1	0	0	0
Morc3	0	0	0	0	0	0	0
Hlcs	0	0	0	0	0	0	0
Pigp	1	2	0	0	3	0	0
Ttc3	0	5	2	3	5	8	1
Dscr3	0	0	1	0	0	1	0
Dyrk1a	0	1	0	0	0	0	0
Ets2	0	0	1	1	3	1	1
Psmg1	0	0	0	1	0	0	0
Brwd1	2	1	1	0	2	2	0
Hmgn1	2	4	2	1	2	1	0
Wrb	1	3	2	2	1	1	0
Sh3bgr	0	1	0	0	0	0	0
B3galt5	0	0	0	0	0	0	0
Pcp4	0	1	0	0	2	1	1
Dscam	2	0	0	0	1	1	1
Bace2	0	1	0	1	1	0	0
Gm9242	0	0	0	0	0	0	1
Prdm15	0	1	0	0	0	0	0
C2cd2	0	0	0	0	1	0	1
B230307C23Rik	0	0	0	0	0	0	0
Gm10232	0	0	0	0	1	0	0
AC110534.5	0	0	0	0	0	1	0
Scaf8	0	1	1	0	0	0	0
AC165953.2	0	0	1	0	0	0	0
Tiam2	0	0	0	0	1	0	0
AC140300.2	0	1	0	0	1	0	0
Arid1b	1	0	0	0	1	0	1
Tmem242	2	3	3	1	3	2	2
Zdhhc14	0	0	0	0	0	0	1
Gm10231	3	0	0	0	0	0	0
Snx9	0	0	0	0	0	1	0
Synj2	0	0	1	0	0	1	0
Gtf2h5	1	7	2	1	3	3	1
Tulp4	1	1	1	1	1	1	0
Gm5812	1	0	2	1	0	0	1
Gm15590	0	1	1	0	0	0	0
Tmem181a	2	2	1	0	0	0	0
Dynlt1a	1	1	1	1	0	0	0
Dynlt1b	2	3	0	1	0	2	1
Tmem181b-ps	0	1	2	0	0	0	0
Dynlt1c	0	0	0	0	1	0	1
Dynlt1f	0	2	0	2	4	1	1
Ezr	0	1	0	1	0	0	0
AC122413.1	0	0	1	0	0	0	0
Tagap1	0	0	0	0	0	0	0
Rps6ka2	0	1	1	0	4	0	0
Fndc1	0	0	0	1	0	0	0
Rsph3a	0	0	0	1	0	1	1
Fgfr1op	0	0	0	0	0	0	0
Mpc1	9	3	4	7	10	3	0
Sft2d1	1	0	1	1	0	1	0
Prr18	3	1	3	2	0	2	1
Pde10a	0	0	0	1	1	2	0
Qk	0	1	2	1	2	1	1
Pacrg	1	1	0	0	0	0	1
Park2	0	0	0	0	0	0	0
Agpat4	0	1	4	2	1	0	0
Map3k4	0	0	1	0	1	0	0
Igf2r	1	1	0	0	1	1	0
Airn	1	0	1	0	0	0	0
Mrpl18	2	4	4	2	5	3	0
Tcp1	0	4	1	1	2	0	1
Acat3	1	0	0	0	0	0	0
Acat2	1	2	0	2	4	0	1
Wtap	0	1	0	0	1	1	0
Sod2	0	3	0	1	3	4	1
Afdn	1	1	2	0	2	0	1
Gm3355	0	2	0	1	0	0	1
Dact2	0	0	0	0	0	0	0
Smoc2	0	1	0	1	0	0	0
1600012H06Rik	0	1	0	0	1	0	0
Phf10	1	0	0	2	0	0	1
9030025P20Rik	1	0	0	0	0	0	1
Gm3435	0	0	0	0	0	1	0
Ermard	1	1	0	0	0	0	0
Fam120b	1	0	0	0	3	1	1
Psmb1	6	14	5	4	10	4	0
Tbp	0	1	0	0	0	0	0
Pdcd2	0	0	0	0	1	0	1
Chd1	0	0	0	0	0	0	0
Rgmb	1	0	0	0	0	1	0
AC121151.1	0	0	1	0	1	0	0
Gm6712	0	0	0	0	0	0	0
Oaz1-ps	7	8	5	4	11	4	4
Riok2	0	1	0	0	0	0	0
Lix1	0	0	1	0	1	0	0
Lnpep	1	0	1	2	0	0	0
Spaca6	0	0	0	0	0	1	1
Ppp2r1a	0	3	2	0	5	5	1
Zfp160	1	0	0	0	0	0	0
Gm26384	0	0	0	0	0	0	0
Zfp53	0	0	0	0	0	0	0
Zfp52	0	0	0	0	0	0	0
Zfp995	0	0	0	0	0	0	0
Zfp942	0	0	0	0	0	0	0
Zfp943	0	0	0	0	0	0	0
Zfp994	0	0	0	0	0	0	0
Zfp944	0	1	0	0	0	1	0
Zfp946	0	1	0	1	1	1	1
Zfp945	1	0	0	0	2	0	0
Zfp213	0	0	0	0	0	0	0
Zfp13	0	0	0	0	0	0	0
Thoc6	0	1	0	0	0	1	0
Hcfc1r1	1	3	0	0	1	1	0
Tnfrsf12a	0	1	1	0	0	0	0
Pkmyt1	0	0	0	0	0	0	0
Paqr4	0	0	1	0	0	0	0
Flywch1	2	2	2	5	3	2	3
Flywch2	1	1	0	1	1	0	0
Srrm2	1	5	6	2	5	6	3
Elob	12	13	13	12	12	14	4
Kctd5	0	1	0	1	1	1	0
Pdpk1	0	0	0	0	1	1	1
Amdhd2	0	1	0	0	0	1	2
Atp6v0c	8	9	4	10	14	6	0
Tbc1d24	0	0	0	0	0	3	0
Tedc2	0	0	0	0	0	0	0
Ccnf	0	1	0	0	0	0	0
Abca3	0	0	0	0	1	0	1
Rnps1	0	1	4	1	1	1	0
Eci1	1	7	0	1	2	0	0
E4f1	2	0	1	0	0	0	0
Pgp	2	2	1	0	1	0	1
Mlst8	0	0	0	0	1	0	0
Caskin1	1	6	1	3	3	2	0
Traf7	1	1	0	1	0	0	1
Rab26	3	0	0	0	0	0	1
Rab26os	0	0	0	0	0	1	0
Pkd1	0	2	1	3	1	0	1
Tsc2	0	0	1	0	1	0	0
Nthl1	0	0	0	0	0	0	0
Slc9a3r2	1	3	1	0	1	0	1
Zfp598	1	1	0	0	2	1	0
Syngr3	3	1	2	4	2	3	0
Gfer	0	1	1	1	0	0	0
Noxo1	0	0	0	0	0	0	0
Tbl3	0	1	1	0	0	1	0
Rps2	11	21	12	18	13	16	5
Snhg9	1	0	0	0	0	0	0
Ndufb10	7	11	12	13	16	12	3
Msrb1	0	3	0	0	1	0	1
Hagh	4	2	3	4	1	2	0
Fahd1	1	0	0	0	0	0	1
Nubp2	0	1	0	1	1	0	0
Spsb3	1	0	2	0	2	0	0
Mapk8ip3	1	0	0	4	5	3	1
Mrps34	3	4	2	0	3	4	0
Jpt2	0	2	0	1	0	0	0
Ift140	0	0	1	0	2	0	0
Tmem204	0	2	0	0	0	0	0
Telo2	0	0	0	0	0	0	0
Clcn7	1	1	1	0	0	0	0
BC003965	1	0	0	0	2	0	0
Unkl	1	0	0	1	1	1	0
Gnptg	1	3	2	1	4	2	0
Tsr3	2	2	2	2	2	2	0
Baiap3	0	3	3	6	2	6	1
Ube2i	0	5	2	1	3	1	0
Cac01h	1	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0	0
2810468N07Rik	0	1	0	0	0	0	0
Lmf1	0	0	2	1	0	0	0
Gng13	0	1	1	1	1	0	0
Rpusd1	0	1	2	0	1	1	0
Msln	0	0	0	1	1	0	0
0rfl	0	1	1	0	0	0	0
Haghl	2	4	0	2	4	3	2
Ccdc78	0	0	0	0	0	0	0
Fam173a	4	6	0	2	5	4	1
Metrn	0	1	1	2	0	1	0
Fbxl16	0	1	1	0	2	0	0
Wdr24	0	0	1	1	0	0	0
Jmjd8	1	0	1	1	0	0	0
Stub1	3	4	1	5	5	3	1
Rhot2	0	0	1	0	0	1	0
Wdr90	0	0	0	0	1	0	0
Mcrip2	1	0	0	0	0	0	0
Mettl26	1	2	3	1	2	3	2
Rab40c	0	0	1	1	0	0	1
Gm10012	0	0	0	1	0	0	1
Pigq	1	1	1	0	0	1	0
Capn15	0	1	0	1	0	0	0
Rab11fip3	1	0	0	0	1	0	0
Decr2	0	0	2	0	0	1	0
Nme4	0	1	0	0	0	0	0
Gm8186	1	3	0	0	2	0	0
Mrpl28	4	1	0	4	4	0	0
Axin1	0	1	0	0	0	1	1
Arhgdig	3	4	3	0	3	3	1
Rgs11	0	0	0	1	0	0	0
Fam234a	0	0	0	0	0	0	0
Luc7l	1	1	1	1	0	1	1
Gm16580	0	0	1	0	0	0	0
Neurl1b	0	0	0	0	0	0	0
Dusp1	1	0	0	0	0	0	0
Ergic1	1	2	1	1	4	1	0
Atp6v0e	2	3	1	2	1	1	2
Crebrf	0	0	1	0	1	0	0
Bnip1	0	1	0	0	0	2	0
Cuta	5	2	1	1	2	0	1
Syngap1	0	0	0	2	0	0	1
Ggnbp1	0	0	1	1	1	0	0
Bak1	0	0	0	0	0	0	1
Itpr3	1	0	0	0	0	0	0
Uqcc2	18	5	8	5	11	9	2
Lemd2	1	0	0	0	2	0	0
Gm26724	1	1	0	0	0	0	0
Hmga1	3	0	0	1	1	1	0
AI413582	1	8	4	2	2	1	2
Nudt3	0	1	2	5	5	5	2
Rps10	8	5	4	5	6	6	4
Pacsin1	3	4	4	1	6	4	0
D17Wsu92e	2	1	2	2	1	4	1
Snrpc	0	0	0	0	1	0	0
Uhrf1bp1	0	2	0	0	0	0	1
Taf11	2	0	2	0	0	0	1
Anks1	0	1	0	2	1	1	0
4930526A20Rik	0	0	0	1	0	0	0
Zfp523	0	1	0	0	0	2	0
Rpl10a	13	19	7	9	7	8	2
Tead3	0	0	0	0	0	0	0
Fkbp5	1	1	0	0	0	1	0
